event_id,ot_str,lat,lon,dep_km,h_err_km,z_err_km,rms,nphs,gap
20220905204633370_00000971.sum,2022-09-05T20:46:32.868,29.679753,102.118797,11.655,2.471,4.080,0.217,11,143.1
20220905204746756_00000972.sum,2022-09-05T20:47:46.160,29.595681,101.972646,11.743,1.556,5.117,0.278,21,83.4
20220905204833445_00000973.sum,2022-09-05T20:48:33.252,29.644940,102.064940,15.461,6.556,8.680,0.145,8,175.2
20220905204956964_00000974.sum,2022-09-05T20:49:56.630,29.628177,102.022741,12.012,1.126,3.813,0.267,29,61.8
20220905205145944_00000975.sum,2022-09-05T20:51:45.307,29.624350,102.019551,12.281,1.040,3.527,0.264,32,61.8
20220905205324023_00000976.sum,2022-09-05T20:53:23.318,29.630286,102.034215,11.591,1.330,4.078,0.267,27,62.9
20220905205345712_00000977.sum,2022-09-05T20:53:45.499,29.467680,102.242104,10.067,8.849,12.020,0.165,8,172.5
20220905205423701_00000978.sum,2022-09-05T20:54:23.274,29.401580,102.168219,13.632,1.437,5.201,0.316,31,100.3
20220905205539355_00000979.sum,2022-09-05T20:55:38.909,29.436945,102.167006,13.913,1.404,4.971,0.326,30,103.9
20220905205725650_00000980.sum,2022-09-05T20:57:24.999,29.600601,102.044728,9.958,1.626,5.728,0.301,19,85.0
20220905205848561_00000981.sum,2022-09-05T20:58:48.154,29.840148,102.025689,7.359,3.110,6.690,0.291,9,137.3
20220905205911647_00000982.sum,2022-09-05T20:59:11.276,29.871940,101.984817,8.453,1.964,6.398,0.270,12,86.0
20220905210045126_00000983.sum,2022-09-05T21:00:44.639,29.831475,102.024617,7.631,3.220,6.844,0.214,8,141.3
20220905210239239_00000984.sum,2022-09-05T21:02:38.647,29.723599,101.979947,12.183,12.166,15.074,0.284,7,219.3
20220905210250285_00000985.sum,2022-09-05T21:02:49.768,29.493435,102.188009,11.801,1.744,5.332,0.326,27,111.7
20220905210430408_00000986.sum,2022-09-05T21:04:29.758,29.430152,102.158980,12.281,1.921,6.484,0.192,15,102.4
20220905210449958_00000987.sum,2022-09-05T21:04:49.421,29.837126,101.996674,9.846,1.256,4.705,0.208,20,67.4
20220905210558828_00000988.sum,2022-09-05T21:05:58.191,29.637865,102.026583,14.984,1.833,7.318,0.184,11,116.2
20220905210620427_00000989.sum,2022-09-05T21:06:20.055,29.787275,102.016256,10.015,1.554,4.151,0.338,21,84.3
20220905210707408_00000990.sum,2022-09-05T21:07:06.893,29.568356,102.020594,11.576,1.897,5.735,0.299,17,123.0
20220905210737524_00000991.sum,2022-09-05T21:07:37.553,29.825523,102.076961,14.636,8.689,12.964,0.291,7,173.8
20220905210802643_00000992.sum,2022-09-05T21:08:02.089,29.475996,102.164184,11.703,1.706,6.103,0.295,20,106.6
20220905210842292_00000993.sum,2022-09-05T21:08:41.694,29.621737,102.085449,12.839,3.127,5.730,0.179,9,204.4
20220905210910007_00000994.sum,2022-09-05T21:09:09.272,29.620509,102.045128,12.935,1.518,5.156,0.304,19,76.4
20220905211020253_00000995.sum,2022-09-05T21:10:19.812,29.435239,102.163213,14.582,1.589,5.226,0.346,29,103.1
20220905211115435_00000996.sum,2022-09-05T21:11:15.006,29.439853,102.196220,13.104,2.557,7.839,0.259,11,144.7
20220905211143113_00000997.sum,2022-09-05T21:11:42.652,29.513266,102.113145,9.993,1.484,5.287,0.292,20,99.6
20220905211203243_00000998.sum,2022-09-05T21:12:02.929,29.640529,102.073139,15.281,2.391,4.922,0.259,13,105.4
20220905211235268_00000999.sum,2022-09-05T21:12:34.905,29.809616,101.994542,9.134,2.862,6.009,0.274,11,142.4
20220905211329397_00001000.sum,2022-09-05T21:13:28.932,29.766995,102.059616,7.947,2.611,5.343,0.196,11,136.7
20220905211429937_00001001.sum,2022-09-05T21:14:29.601,29.638505,102.151506,12.096,2.463,4.642,0.136,8,182.8
20220905211514860_00001002.sum,2022-09-05T21:15:14.187,29.427095,102.167082,23.180,1.782,7.844,0.347,18,103.8
20220905211702565_00001003.sum,2022-09-05T21:17:01.876,29.637585,102.079610,13.996,2.291,4.882,0.323,18,142.0
20220905211804300_00001004.sum,2022-09-05T21:18:03.828,29.764624,102.001671,10.399,1.135,3.462,0.286,32,67.7
20220905211855300_00001005.sum,2022-09-05T21:18:54.745,29.652227,102.097693,14.754,3.566,5.711,0.258,14,116.3
20220905211902310_00001006.sum,2022-09-05T21:19:01.892,29.436016,102.162945,16.017,1.974,6.798,0.393,23,102.8
20220905211954313_00001007.sum,2022-09-05T21:19:53.658,29.577847,102.128005,13.762,1.986,4.871,0.341,25,103.2
20220905212015092_00001008.sum,2022-09-05T21:20:14.833,29.795947,102.067972,6.522,5.884,7.528,0.211,6,167.8
20220905212117321_00001009.sum,2022-09-05T21:21:16.888,29.399138,102.175136,11.939,2.322,9.843,0.275,12,134.1
20220905212216825_00001010.sum,2022-09-05T21:22:16.068,29.575145,102.093066,9.492,2.204,5.844,0.295,17,119.8
20220905212325668_00001011.sum,2022-09-05T21:23:25.035,29.739789,102.051444,9.418,1.301,3.049,0.309,27,62.4
20220905212412844_00001012.sum,2022-09-05T21:24:13.018,29.670301,102.153075,4.501,9.870,12.287,0.272,6,254.2
20220905212429085_00001013.sum,2022-09-05T21:24:28.962,29.567091,102.144363,14.576,6.890,8.997,0.208,8,211.0
20220905212458860_00001014.sum,2022-09-05T21:24:58.142,29.470117,102.158319,15.140,4.531,13.000,0.158,7,140.7
20220905212536655_00001015.sum,2022-09-05T21:25:36.045,29.448229,102.150670,14.013,2.609,6.097,0.297,13,127.5
20220905212616415_00001016.sum,2022-09-05T21:26:15.794,29.599101,102.010839,10.605,1.192,4.517,0.269,28,61.0
20220905212659294_00001017.sum,2022-09-05T21:26:58.680,29.646722,102.065318,14.314,4.926,6.290,0.291,11,104.0
20220905212729537_00001018.sum,2022-09-05T21:27:29.303,29.650638,102.087777,8.693,1.786,4.635,0.304,19,96.3
20220905212758894_00001019.sum,2022-09-05T21:27:58.770,29.676901,102.135673,11.134,4.070,6.740,0.046,6,238.1
20220905212841932_00001020.sum,2022-09-05T21:28:41.216,29.642669,102.090793,13.163,1.360,3.760,0.330,32,59.3
20220905213207419_00001021.sum,2022-09-05T21:32:06.722,29.672207,102.001842,11.150,3.174,7.485,0.233,10,164.8
20220905213219387_00001022.sum,2022-09-05T21:32:19.680,29.745897,102.086678,8.675,6.197,9.168,0.327,9,178.5
20220905213245889_00001023.sum,2022-09-05T21:32:45.225,29.640145,102.059120,15.522,4.742,7.691,0.205,10,186.7
20220905213256947_00001024.sum,2022-09-05T21:32:56.626,29.828220,102.134889,7.593,9.093,11.266,0.207,6,188.0
20220905213334437_00001025.sum,2022-09-05T21:33:33.949,29.438053,102.164417,14.027,1.436,4.859,0.315,30,103.7
20220905213527850_00001026.sum,2022-09-05T21:35:27.275,29.468832,102.167135,14.541,1.609,4.823,0.320,27,106.8
20220905213614022_00001027.sum,2022-09-05T21:36:13.415,29.650462,102.106297,12.979,2.179,4.034,0.416,21,73.6
20220905213643621_00001028.sum,2022-09-05T21:36:43.160,29.651383,102.133546,11.335,2.297,4.777,0.182,10,167.5
20220905213932552_00001029.sum,2022-09-05T21:39:32.276,29.738730,102.043711,11.122,2.326,6.806,0.379,11,108.0
20220905214003879_00001030.sum,2022-09-05T21:40:02.986,29.631851,102.043942,13.904,3.117,6.643,0.257,9,168.7
20220905214018695_00001031.sum,2022-09-05T21:40:18.135,29.409592,102.192455,11.231,2.027,6.984,0.317,17,107.2
20220905214132813_00001032.sum,2022-09-05T21:41:32.102,29.434841,102.174496,13.149,2.222,8.619,0.172,11,139.7
20220905214321651_00001033.sum,2022-09-05T21:43:21.065,29.650253,102.037020,12.795,1.622,4.070,0.312,26,76.0
20220905214528272_00001034.sum,2022-09-05T21:45:27.554,29.655873,102.047707,14.100,2.247,5.330,0.279,12,142.3
20220905214548178_00001035.sum,2022-09-05T21:45:47.565,29.627029,102.089161,13.360,1.658,4.445,0.418,24,56.2
20220905214615779_00001036.sum,2022-09-05T21:46:15.145,29.637111,101.992917,13.867,2.087,5.008,0.292,14,149.1
20220905214649709_00001037.sum,2022-09-05T21:46:49.035,29.636022,102.031494,11.550,2.808,6.130,0.326,13,120.5
20220905214833284_00001038.sum,2022-09-05T21:48:32.622,29.694474,102.098610,11.475,1.510,2.937,0.311,27,68.5
20220905214915904_00001039.sum,2022-09-05T21:49:15.359,29.645155,102.019791,13.115,1.795,5.828,0.296,15,73.4
20220905215047056_00001040.sum,2022-09-05T21:50:46.280,29.476960,102.173965,14.570,2.247,8.272,0.271,15,142.4
20220905215111168_00001041.sum,2022-09-05T21:51:10.656,29.420158,102.182648,12.003,1.723,6.510,0.266,18,139.4
20220905215212180_00001042.sum,2022-09-05T21:52:12.002,29.713373,102.118734,11.660,3.426,4.981,0.183,10,135.0
20220905215241081_00001043.sum,2022-09-05T21:52:40.594,29.870865,101.981050,8.879,3.022,8.110,0.242,8,153.8
20220905215325380_00001044.sum,2022-09-05T21:53:24.690,29.538786,101.933148,12.009,1.199,4.053,0.246,27,84.1
20220905215439798_00001045.sum,2022-09-05T21:54:39.045,29.431583,102.184512,17.213,1.525,4.059,0.285,25,106.8
20220905215619832_00001046.sum,2022-09-05T21:56:19.401,29.438878,102.168761,13.242,1.809,7.037,0.354,21,104.8
20220905215746562_00001047.sum,2022-09-05T21:57:46.093,29.767166,102.046686,5.397,2.431,5.605,0.240,9,151.6
20220905215846043_00001048.sum,2022-09-05T21:58:45.667,29.468802,102.146090,14.388,2.700,9.460,0.258,14,132.0
20220905215859955_00001049.sum,2022-09-05T21:58:59.451,29.409601,102.172696,10.682,1.647,7.377,0.321,15,103.0
20220905215952529_00001050.sum,2022-09-05T21:59:52.015,29.644820,102.017510,12.433,1.741,6.834,0.301,15,106.8
20220905220037658_00001051.sum,2022-09-05T22:00:37.044,29.658957,102.019338,12.800,2.465,5.047,0.196,12,87.4
20220905220112543_00001052.sum,2022-09-05T22:01:12.167,29.450919,102.202108,10.844,6.324,8.140,0.273,10,140.9
20220905220148409_00001053.sum,2022-09-05T22:01:47.951,29.542661,101.941682,12.552,1.632,6.801,0.296,18,114.0
20220905220242240_00001054.sum,2022-09-05T22:02:41.792,29.796913,102.001396,9.896,2.021,5.506,0.313,11,108.7
20220905220319057_00001055.sum,2022-09-05T22:03:18.482,29.448015,102.160841,13.778,1.578,5.087,0.322,28,103.8
20220905220524267_00001056.sum,2022-09-05T22:05:23.538,29.574293,102.017897,10.762,3.401,9.840,0.319,10,172.3
20220905220536601_00001057.sum,2022-09-05T22:05:36.203,29.436259,102.180012,13.289,2.400,7.272,0.201,11,141.4
20220905220542713_00001058.sum,2022-09-05T22:05:42.331,29.794904,102.019819,10.525,1.837,4.556,0.286,15,88.8
20220905220629404_00001059.sum,2022-09-05T22:06:29.384,29.584414,102.005975,13.272,2.029,7.953,0.204,9,140.0
20220905220642719_00001060.sum,2022-09-05T22:06:42.289,29.514440,102.131711,8.923,2.144,5.429,0.269,13,102.6
20220905220837064_00001061.sum,2022-09-05T22:08:36.814,29.664481,102.074443,12.712,4.029,6.499,0.079,6,234.8
20220905220907315_00001062.sum,2022-09-05T22:09:06.625,29.616732,102.060962,13.273,1.281,3.732,0.308,29,57.8
20220905221008762_00001063.sum,2022-09-05T22:10:07.596,29.545840,101.919670,25.216,4.284,13.712,0.327,10,118.4
20220905221127518_00001064.sum,2022-09-05T22:11:26.908,29.782503,102.019184,9.094,1.359,3.687,0.273,25,65.6
20220905221219006_00001065.sum,2022-09-05T22:12:18.138,29.670941,102.036422,16.155,3.016,4.944,0.106,8,187.4
20220905221233746_00001066.sum,2022-09-05T22:12:33.036,29.407717,102.183605,14.718,2.743,8.954,0.390,23,178.5
20220905221327429_00001067.sum,2022-09-05T22:13:27.019,29.755132,102.059982,7.556,2.774,5.623,0.236,8,87.6
20220905221353160_00001068.sum,2022-09-05T22:13:52.516,29.623580,102.068256,13.229,4.674,7.725,0.371,9,161.2
20220905221429039_00001069.sum,2022-09-05T22:14:28.456,29.652922,101.979151,12.515,1.720,6.186,0.187,13,111.6
20220905221525910_00001070.sum,2022-09-05T22:15:25.567,29.504507,102.244897,14.410,2.730,4.250,0.330,17,168.4
20220905221554581_00001071.sum,2022-09-05T22:15:54.117,29.406919,102.189032,15.855,1.704,6.051,0.291,21,138.5
20220905221714342_00001072.sum,2022-09-05T22:17:13.839,29.435344,102.168981,13.296,1.341,5.024,0.279,24,103.6
20220905221737092_00001073.sum,2022-09-05T22:17:36.594,29.637380,102.013060,12.288,1.324,4.073,0.268,23,88.5
20220905221839472_00001074.sum,2022-09-05T22:18:38.919,29.796119,102.014905,8.433,1.572,4.205,0.330,15,75.9
20220905221906194_00001075.sum,2022-09-05T22:19:05.771,29.619726,102.035398,12.735,1.790,5.098,0.272,13,124.6
20220905221938380_00001076.sum,2022-09-05T22:19:38.023,29.772953,102.050535,6.124,2.650,6.022,0.216,9,149.5
20220905222054215_00001077.sum,2022-09-05T22:20:53.622,29.667184,102.054368,13.631,2.918,4.094,0.298,14,190.4
20220905222113032_00001078.sum,2022-09-05T22:21:12.852,29.519549,102.122375,11.234,2.225,7.431,0.299,13,109.7
20220905222233204_00001079.sum,2022-09-05T22:22:32.882,29.436826,102.172951,12.347,1.588,7.209,0.307,21,105.6
20220905222601936_00001080.sum,2022-09-05T22:26:01.506,29.449429,102.170793,13.021,1.491,5.992,0.343,27,105.4
20220905222714509_00001081.sum,2022-09-05T22:27:14.043,29.619687,102.148185,3.745,3.273,4.442,0.297,9,239.8
20220905222800803_00001082.sum,2022-09-05T22:28:00.386,29.659320,102.028434,16.040,2.166,5.383,0.261,11,106.6
20220905222835844_00001083.sum,2022-09-05T22:28:35.557,29.641278,102.034147,15.461,1.766,5.718,0.322,15,91.8
20220905222926760_00001084.sum,2022-09-05T22:29:26.223,29.659250,101.999349,11.967,1.279,4.116,0.325,26,84.5
20220905223140445_00001085.sum,2022-09-05T22:31:40.014,29.522257,101.952750,12.924,2.566,6.837,0.162,11,190.2
20220905223219348_00001086.sum,2022-09-05T22:32:18.753,29.409759,102.185821,10.940,1.645,7.087,0.258,22,105.4
20220905223349170_00001087.sum,2022-09-05T22:33:48.719,29.782181,101.978296,10.789,1.438,4.648,0.309,20,70.1
20220905223407290_00001088.sum,2022-09-05T22:34:07.065,29.788342,102.103283,5.457,3.515,5.930,0.101,6,258.4
20220905223424610_00001089.sum,2022-09-05T22:34:24.184,29.619395,102.054030,10.111,2.664,4.295,0.309,11,145.2
20220905223547908_00001090.sum,2022-09-05T22:35:47.551,29.530566,101.924493,13.021,1.558,5.123,0.308,23,76.1
20220905223654252_00001091.sum,2022-09-05T22:36:53.538,29.636282,102.023563,13.437,2.262,5.172,0.266,16,123.6
20220905223732075_00001092.sum,2022-09-05T22:37:31.422,29.644749,101.962571,11.635,1.913,6.301,0.271,14,110.9
20220905223744976_00001093.sum,2022-09-05T22:37:44.501,29.499034,102.200263,12.756,1.753,6.889,0.363,18,114.7
20220905223848428_00001094.sum,2022-09-05T22:38:47.851,29.801400,102.031849,8.618,1.422,4.524,0.270,21,84.0
20220905223856135_00001095.sum,2022-09-05T22:38:55.497,29.592673,102.122392,9.671,2.467,7.746,0.376,13,102.5
20220905223936027_00001096.sum,2022-09-05T22:39:35.511,29.661724,102.016658,12.129,2.144,5.355,0.285,11,118.0
20220905224052008_00001097.sum,2022-09-05T22:40:51.468,29.582775,101.997219,13.446,1.324,4.414,0.330,28,67.6
20220905224145129_00001098.sum,2022-09-05T22:41:44.614,29.469310,102.164685,14.907,1.782,7.403,0.328,21,106.2
20220905224236309_00001099.sum,2022-09-05T22:42:35.682,29.562499,102.065997,15.212,3.489,9.393,0.392,10,146.3
20220905224330442_00001100.sum,2022-09-05T22:43:30.032,29.434026,102.182859,16.886,1.619,6.257,0.351,26,107.0
20220905224402260_00001101.sum,2022-09-05T22:44:02.131,29.305218,102.215790,8.119,3.049,8.826,0.254,11,123.9
20220905224438503_00001102.sum,2022-09-05T22:44:37.612,29.682177,102.122262,13.351,2.611,3.794,0.221,12,204.7
20220905224711111_00001103.sum,2022-09-05T22:47:10.422,29.427433,102.189150,18.608,1.940,8.862,0.363,17,142.3
20220905224812700_00001104.sum,2022-09-05T22:48:12.051,29.577904,102.109739,15.304,1.521,5.779,0.332,27,100.3
20220905225011253_00001105.sum,2022-09-05T22:50:10.746,29.426478,102.180894,15.065,1.352,6.033,0.316,30,105.6
20220905225042789_00001106.sum,2022-09-05T22:50:42.252,29.644341,101.994157,13.752,1.897,4.781,0.294,14,100.5
20220905225056493_00001107.sum,2022-09-05T22:50:56.106,29.750293,102.045304,10.860,1.677,4.583,0.250,13,63.3
20220905225209278_00001108.sum,2022-09-05T22:52:08.517,29.651450,101.988640,14.182,1.868,5.019,0.288,15,104.6
20220905225228753_00001109.sum,2022-09-05T22:52:28.307,29.467172,102.162932,10.650,1.743,6.725,0.292,16,105.9
20220905225317818_00001110.sum,2022-09-05T22:53:17.423,29.640118,102.006842,13.779,1.548,5.182,0.300,17,73.6
20220905225342567_00001111.sum,2022-09-05T22:53:41.713,29.636496,102.076414,15.784,6.676,9.887,0.304,8,138.5
20220905225404901_00001112.sum,2022-09-05T22:54:04.450,29.814658,102.019654,10.737,1.388,4.006,0.309,20,65.3
20220905225422618_00001113.sum,2022-09-05T22:54:21.907,29.588120,102.090369,9.592,4.330,5.425,0.224,9,191.4
20220905225510931_00001114.sum,2022-09-05T22:55:10.347,29.678469,102.093869,13.409,1.562,3.368,0.317,28,98.0
20220905225722744_00001115.sum,2022-09-05T22:57:22.355,29.466100,102.164485,13.671,2.081,7.804,0.352,14,139.8
20220905225755559_00001116.sum,2022-09-05T22:57:55.116,29.803233,102.015475,9.788,4.483,6.664,0.405,9,138.8
20220905225810732_00001117.sum,2022-09-05T22:58:10.424,29.646243,102.111660,15.029,2.263,4.837,0.417,20,100.8
20220905230001115_00001118.sum,2022-09-05T23:00:00.578,29.613419,102.019740,11.906,1.505,4.582,0.324,24,95.3
20220905230217507_00001119.sum,2022-09-05T23:02:17.183,29.730790,102.034639,10.230,1.638,3.326,0.294,20,68.5
20220905230304600_00001120.sum,2022-09-05T23:03:04.072,29.595969,101.953752,14.335,2.264,6.249,0.311,13,160.0
20220905230347234_00001121.sum,2022-09-05T23:03:46.650,29.638807,101.990472,13.062,1.886,5.373,0.276,15,140.6
20220905230523203_00001122.sum,2022-09-05T23:05:22.742,29.647580,102.019694,12.694,1.389,4.347,0.326,25,73.9
20220905230720718_00001123.sum,2022-09-05T23:07:19.907,29.679489,102.023861,16.348,11.258,14.893,0.289,7,192.2
20220905230751389_00001124.sum,2022-09-05T23:07:50.616,29.557131,102.029228,12.117,2.300,6.720,0.295,16,138.9
20220905230953584_00001125.sum,2022-09-05T23:09:53.334,29.394011,102.159770,10.683,2.772,8.050,0.249,13,119.3
20220905231052337_00001126.sum,2022-09-05T23:10:52.000,29.620409,102.064437,15.010,2.157,5.330,0.371,17,136.4
20220905231129779_00001127.sum,2022-09-05T23:11:29.214,29.647903,102.047493,9.889,2.485,7.784,0.303,12,125.0
20220905231601541_00001128.sum,2022-09-05T23:16:00.810,29.524695,101.926824,15.570,3.303,7.186,0.255,9,183.7
20220905231623964_00001129.sum,2022-09-05T23:16:23.259,29.652114,102.056578,13.987,2.744,6.977,0.319,17,129.0
20220905231721557_00001130.sum,2022-09-05T23:17:21.088,29.581824,102.085545,11.537,1.354,5.577,0.335,28,97.0
20220905231834236_00001131.sum,2022-09-05T23:18:33.980,29.825062,102.020565,12.375,3.567,8.752,0.422,9,162.6
20220905231852333_00001132.sum,2022-09-05T23:18:51.794,29.446774,102.200344,14.539,1.678,6.533,0.337,25,111.5
20220905232000874_00001133.sum,2022-09-05T23:20:00.451,29.687887,102.134685,11.399,3.010,3.798,0.312,12,146.4
20220905232034837_00001134.sum,2022-09-05T23:20:34.770,29.627881,102.025618,13.698,2.269,5.193,0.304,15,150.2
20220905232143095_00001135.sum,2022-09-05T23:21:42.679,29.775631,101.996654,7.039,2.159,6.262,0.381,14,92.8
20220905232244889_00001136.sum,2022-09-05T23:22:44.376,29.589369,102.046066,14.341,1.358,5.540,0.307,28,92.1
20220905232403897_00001137.sum,2022-09-05T23:24:03.047,29.611521,102.006841,15.270,2.027,6.257,0.285,15,124.9
20220905232722028_00001138.sum,2022-09-05T23:27:21.542,29.646028,102.092649,14.181,2.174,4.144,0.320,21,125.6
20220905232809901_00001139.sum,2022-09-05T23:28:09.510,29.686994,102.082926,12.052,1.715,6.127,0.244,18,98.4
20220905232912837_00001140.sum,2022-09-05T23:29:12.274,29.821756,102.023897,9.314,1.347,4.040,0.272,26,65.0
20220905233017715_00001141.sum,2022-09-05T23:30:16.987,29.626169,102.028042,12.391,3.004,8.378,0.344,10,127.8
20220905233135835_00001142.sum,2022-09-05T23:31:35.432,29.817264,102.022057,9.209,1.662,4.853,0.311,16,87.5
20220905233224157_00001143.sum,2022-09-05T23:32:23.630,29.819058,102.015669,9.990,1.269,3.761,0.302,28,65.9
20220905233344898_00001144.sum,2022-09-05T23:33:44.330,29.723523,102.135656,12.093,5.291,6.621,0.134,7,127.2
20220905233420646_00001145.sum,2022-09-05T23:34:19.993,29.834125,102.031403,7.686,1.612,4.604,0.259,19,93.3
20220905233451856_00001146.sum,2022-09-05T23:34:51.106,29.655256,101.983713,12.124,2.073,6.416,0.312,14,103.5
20220905233507150_00001147.sum,2022-09-05T23:35:06.717,29.672203,102.091867,14.700,3.234,4.475,0.318,14,155.2
20220905233619253_00001148.sum,2022-09-05T23:36:18.755,29.651945,101.991570,13.007,7.771,10.523,0.229,7,162.4
20220905233751859_00001149.sum,2022-09-05T23:37:51.564,29.826239,102.031021,7.427,1.549,4.518,0.254,16,98.1
20220905233824771_00001150.sum,2022-09-05T23:38:24.196,29.794181,102.052792,7.710,2.856,7.387,0.237,8,179.9
20220905233846839_00001151.sum,2022-09-05T23:38:46.262,29.640718,101.989352,13.261,2.161,5.803,0.222,11,133.1
20220905233944857_00001152.sum,2022-09-05T23:39:44.615,29.874825,102.012666,12.983,1.993,9.125,0.176,10,101.7
20220905234042587_00001153.sum,2022-09-05T23:40:42.235,29.408704,102.167974,15.707,1.563,6.861,0.342,25,101.0
20220905234157624_00001154.sum,2022-09-05T23:41:57.026,29.759903,102.028937,10.250,1.413,5.021,0.291,24,64.6
20220905234309327_00001155.sum,2022-09-05T23:43:08.898,29.551079,102.110709,15.755,2.478,9.237,0.313,15,159.0
20220905234435990_00001156.sum,2022-09-05T23:44:35.350,29.614173,102.032296,11.976,1.752,4.908,0.324,20,90.3
20220905234510345_00001157.sum,2022-09-05T23:45:10.301,29.440475,102.173820,15.927,1.713,7.343,0.397,24,140.0
20220905234613597_00001158.sum,2022-09-05T23:46:13.123,29.756632,102.017575,6.952,1.952,5.217,0.348,15,95.2
20220905234649887_00001159.sum,2022-09-05T23:46:49.184,29.610022,102.040259,13.178,1.749,6.315,0.327,21,101.1
20220905234805492_00001160.sum,2022-09-05T23:48:04.248,29.696470,101.896828,11.278,2.992,11.557,0.117,8,117.7
20220905234857719_00001161.sum,2022-09-05T23:48:57.544,29.577148,102.120386,16.052,2.739,8.029,0.516,14,127.0
20220905234912079_00001162.sum,2022-09-05T23:49:11.436,29.675912,102.105115,14.928,3.970,5.861,0.248,10,202.1
20220905234958256_00001163.sum,2022-09-05T23:49:57.729,29.419697,102.235371,16.084,2.017,7.297,0.337,22,156.5
20220905235152531_00001164.sum,2022-09-05T23:51:51.763,29.550239,102.029866,12.930,2.346,6.201,0.366,16,139.4
20220905235316557_00001165.sum,2022-09-05T23:53:16.087,29.804253,102.047448,11.005,4.079,6.659,0.283,7,150.4
20220905235455387_00001166.sum,2022-09-05T23:54:54.569,29.701181,102.130814,13.635,1.964,3.185,0.247,16,132.8
20220905235613799_00001167.sum,2022-09-05T23:56:13.353,29.633995,102.007069,14.988,2.592,5.552,0.284,12,159.8
20220905235652272_00001168.sum,2022-09-05T23:56:51.447,29.656224,101.994032,13.039,3.481,7.719,0.278,9,152.5
20220905235704632_00001169.sum,2022-09-05T23:57:04.000,29.637473,101.987637,12.728,2.222,6.405,0.252,10,140.7
20220905235752852_00001170.sum,2022-09-05T23:57:52.139,29.651471,102.101792,14.539,3.510,7.339,0.235,9,138.5
20220905235844071_00001171.sum,2022-09-05T23:58:43.460,29.395768,102.172330,12.337,2.391,9.015,0.196,9,133.2
20220906000042686_00001172.sum,2022-09-06T00:00:42.549,29.415049,102.163804,14.472,1.903,8.495,0.371,15,133.0
20220906000147881_00001173.sum,2022-09-06T00:01:47.312,29.612791,102.048350,14.444,1.692,5.204,0.328,23,111.3
20220906000243420_00001174.sum,2022-09-06T00:02:42.854,29.615996,102.034618,13.718,1.877,5.355,0.376,16,90.7
20220906000306969_00001175.sum,2022-09-06T00:03:06.571,29.408803,102.197541,12.295,1.724,6.946,0.297,20,140.2
20220906000535212_00001176.sum,2022-09-06T00:05:34.304,29.683295,102.140492,13.663,2.173,3.507,0.223,11,104.3
20220906000742883_00001177.sum,2022-09-06T00:07:42.023,29.614124,102.061049,16.474,3.201,7.086,0.374,13,135.4
20220906000913261_00001178.sum,2022-09-06T00:09:12.636,29.583573,102.114621,15.380,1.504,5.812,0.364,31,101.2
20220906001013706_00001179.sum,2022-09-06T00:10:13.190,29.680123,102.128491,12.943,6.163,7.691,0.270,7,210.7
20220906001153496_00001180.sum,2022-09-06T00:11:53.592,29.429624,102.207608,9.741,3.606,9.935,0.096,8,145.0
20220906001242816_00001181.sum,2022-09-06T00:12:42.034,29.426825,102.153894,21.035,5.213,16.020,0.253,7,173.5
20220906001511616_00001182.sum,2022-09-06T00:15:11.079,29.784404,102.024301,6.590,1.543,4.444,0.260,18,84.2
20220906001645930_00001183.sum,2022-09-06T00:16:45.552,29.644902,102.023756,13.359,1.320,3.954,0.301,30,89.9
20220906001820166_00001184.sum,2022-09-06T00:18:19.794,29.404742,102.188429,15.670,1.483,7.152,0.288,25,105.3
20220906001932044_00001185.sum,2022-09-06T00:19:31.335,29.415137,102.155673,14.199,3.032,8.119,0.405,22,175.8
20220906002052442_00001186.sum,2022-09-06T00:20:52.161,29.785142,101.996473,10.536,2.360,8.079,0.246,8,120.3
20220906002236687_00001187.sum,2022-09-06T00:22:35.938,29.625088,102.133377,14.371,5.404,6.756,0.359,11,201.5
20220906002346281_00001188.sum,2022-09-06T00:23:45.601,29.439435,102.162595,15.931,2.252,7.993,0.272,13,135.2
20220906002451652_00001189.sum,2022-09-06T00:24:51.433,29.642097,102.004673,14.644,1.893,9.370,0.331,11,119.1
20220906002542905_00001190.sum,2022-09-06T00:25:42.291,29.595408,102.037569,11.771,1.776,5.275,0.325,20,124.7
20220906002608458_00001191.sum,2022-09-06T00:26:08.492,29.614877,102.156288,17.138,6.215,7.978,0.095,7,236.3
20220906002649146_00001192.sum,2022-09-06T00:26:48.599,29.582954,102.042751,12.905,1.263,5.139,0.317,30,91.3
20220906002751352_00001193.sum,2022-09-06T00:27:50.748,29.670977,102.102005,14.748,2.900,3.593,0.377,16,136.1
20220906002948454_00001194.sum,2022-09-06T00:29:47.537,29.665678,102.028320,15.071,2.689,7.138,0.294,9,140.3
20220906003102148_00001195.sum,2022-09-06T00:31:01.373,29.549121,101.943475,12.530,1.823,6.718,0.204,14,123.7
20220906003220046_00001196.sum,2022-09-06T00:32:19.903,29.810246,102.024220,12.324,4.044,9.179,0.221,10,212.1
20220906003338448_00001197.sum,2022-09-06T00:33:37.780,29.662495,102.024064,12.924,1.930,5.166,0.304,14,117.8
20220906003514827_00001198.sum,2022-09-06T00:35:14.539,29.812562,102.020351,10.009,1.917,5.645,0.334,13,86.0
