105.2,21,2.5,6.048,3.556
105.2,21,5,5.795,3.443
105.2,21,7.5,5.628,3.362
105.2,21,10,5.472,3.284
105.2,21,15,6.17,3.678
105.2,21,20,6.288,3.718
105.2,21,25,6.255,3.664
105.2,21,30,6.753,3.917
105.2,21,35,8.211,4.655
105.2,21,40,7.975,4.538
105.2,21,50,7.402,4.34
105.2,21,60,7.726,4.405
105.2,21,70,7.401,4.234
105.4,21,0,6.342,3.705
105.4,21,2.5,6.078,3.59
105.4,21,5,5.798,3.463
105.4,21,7.5,5.622,3.375
105.4,21,10,5.46,3.293
105.4,21,15,6.187,3.7
105.4,21,20,6.354,3.779
105.4,21,25,6.288,3.693
105.4,21,30,6.804,3.949
105.4,21,35,8.245,4.672
105.4,21,40,7.982,4.542
105.4,21,50,7.361,4.329
105.4,21,60,7.717,4.401
105.4,21,70,7.395,4.23
105.6,21,0,6.369,3.726
105.6,21,2.5,6.063,3.587
105.6,21,5,5.758,3.449
105.6,21,7.5,5.589,3.362
105.6,21,10,5.421,3.277
105.6,21,15,6.239,3.733
105.6,21,20,6.39,3.81
105.6,21,25,6.292,3.695
105.6,21,30,6.829,3.962
105.6,21,35,8.361,4.73
105.6,21,40,7.968,4.534
105.6,21,50,7.302,4.307
105.6,21,60,7.722,4.4
105.6,21,70,7.38,4.222
105.8,21,0,6.396,3.735
105.8,21,2.5,6.068,3.582
105.8,21,5,5.74,3.429
105.8,21,7.5,5.564,3.341
105.8,21,10,5.389,3.258
105.8,21,15,6.236,3.728
105.8,21,20,6.377,3.798
105.8,21,25,6.278,3.686
105.8,21,30,6.77,3.924
105.8,21,35,8.397,4.75
105.8,21,40,7.973,4.538
105.8,21,50,7.259,4.295
105.8,21,60,7.714,4.396
105.8,21,70,7.375,4.219
106,21,0,6.422,3.745
106,21,2.5,6.072,3.576
106,21,5,5.72,3.407
106,21,7.5,5.538,3.322
106,21,10,5.357,3.236
106,21,15,6.235,3.724
106,21,20,6.365,3.786
106,21,25,6.264,3.676
106,21,30,6.71,3.888
106,21,35,8.434,4.768
106,21,40,7.978,4.54
106,21,50,7.215,4.281
106,21,60,7.709,4.393
106,21,70,7.369,4.216
106.2,21,0,6.425,3.762
106.2,21,2.5,6.059,3.568
106.2,21,5,5.692,3.371
106.2,21,7.5,5.491,3.276
106.2,21,10,5.291,3.182
106.2,21,15,6.174,3.663
106.2,21,20,6.295,3.72
106.2,21,25,6.227,3.65
106.2,21,30,6.708,3.886
106.2,21,35,8.46,4.785
106.2,21,40,7.982,4.543
106.2,21,50,7.172,4.269
106.2,21,60,7.703,4.389
106.2,21,70,7.364,4.213
106.4,21,0,6.428,3.779
106.4,21,2.5,6.047,3.559
106.4,21,5,5.664,3.339
106.4,21,7.5,5.445,3.233
106.4,21,10,5.226,3.126
106.4,21,15,6.113,3.599
106.4,21,20,6.224,3.653
106.4,21,25,6.19,3.624
106.4,21,30,6.705,3.885
106.4,21,35,8.485,4.805
106.4,21,40,7.987,4.546
106.4,21,50,7.13,4.259
106.4,21,60,7.697,4.386
